depth	age	Mg/Ca	Sr/Ca	
19.757	8823.998	41.034	0.352	
19.757	8823.958	47.039	0.358	
19.757	8823.917	45.704	0.372	
19.757	8823.877	41.102	0.345	
19.757	8823.836	42.548	0.360	
19.757	8823.795	44.042	0.407	
19.757	8823.755	35.934	0.413	
19.757	8823.714	43.499	0.404	
19.757	8823.674	40.969	0.326	
19.757	8823.633	37.619	0.352	
19.757	8823.593	42.650	0.335	
19.757	8823.552	43.241	0.385	
19.757	8823.512	47.700	0.361	
19.756	8823.471	42.512	0.391	
19.756	8823.431	45.660	0.391	
19.756	8823.390	43.911	0.380	
19.756	8823.349	42.185	0.377	
19.756	8823.309	41.334	0.330	
19.756	8823.268	47.771	0.396	
19.756	8823.228	36.932	0.327	
19.756	8823.187	42.940	0.351	
19.756	8823.147	41.328	0.369	
19.756	8823.106	41.713	0.369	
19.756	8823.066	38.401	0.367	
19.756	8823.025	37.727	0.325	
19.756	8822.985	41.489	0.361	
19.755	8822.944	36.335	0.321	
19.755	8822.903	41.191	0.350	
19.755	8822.863	40.774	0.356	
19.755	8822.822	46.890	0.395	
19.755	8822.782	39.707	0.403	
19.755	8822.741	42.066	0.362	
19.755	8822.701	42.369	0.390	
19.755	8822.660	39.512	0.368	
19.755	8822.619	44.215	0.387	
19.755	8822.579	36.926	0.369	
19.755	8822.538	41.851	0.355	
19.755	8822.498	42.628	0.405	
19.755	8822.457	42.041	0.375	
19.755	8822.417	37.707	0.367	
19.754	8822.376	41.006	0.363	
19.754	8822.336	39.302	0.359	
19.754	8822.295	37.676	0.367	
19.754	8822.254	43.154	0.383	
19.754	8822.214	45.312	0.394	
19.754	8822.173	41.750	0.396	
19.754	8822.133	42.275	0.399	
19.754	8822.092	41.387	0.400	
19.754	8822.051	42.083	0.380	
19.754	8822.011	43.795	0.379	
19.754	8821.970	41.042	0.397	
19.754	8821.930	39.612	0.380	
19.754	8821.889	41.636	0.376	
19.753	8821.849	42.569	0.384	
19.753	8821.808	43.119	0.393	
19.753	8821.767	40.611	0.331	
19.753	8821.727	42.644	0.416	
19.753	8821.686	37.887	0.358	
19.753	8821.646	42.090	0.399	
19.753	8821.605	40.780	0.363	
19.753	8821.565	42.488	0.407	
19.753	8821.524	40.126	0.377	
19.753	8821.483	42.163	0.394	
19.753	8821.443	38.064	0.354	
19.753	8821.402	41.543	0.395	
19.753	8821.362	42.305	0.367	
19.752	8821.321	40.817	0.385	
19.752	8821.281	43.046	0.396	
19.752	8821.240	40.966	0.385	
19.752	8821.200	40.827	0.375	
19.752	8821.159	47.682	0.410	
19.752	8821.119	43.380	0.387	
19.752	8821.078	44.953	0.383	
19.752	8821.037	43.609	0.381	
19.752	8820.997	40.686	0.375	
19.752	8820.956	41.951	0.363	
19.752	8820.916	39.105	0.378	
19.752	8820.875	40.118	0.374	
19.752	8820.835	41.017	0.361	
19.752	8820.794	43.825	0.382	
19.751	8820.754	40.840	0.348	
19.751	8820.713	41.852	0.383	
19.751	8820.673	39.247	0.348	
19.751	8820.632	44.566	0.402	
19.751	8820.592	38.508	0.339	
19.751	8820.552	45.140	0.390	
19.751	8820.511	40.165	0.350	
19.751	8820.471	47.285	0.403	
19.751	8820.430	40.767	0.354	
19.751	8820.390	40.945	0.372	
19.751	8820.349	37.318	0.337	
19.751	8820.309	42.794	0.405	
19.751	8820.268	41.772	0.373	
19.750	8820.228	45.622	0.372	
19.750	8820.188	38.555	0.313	
19.750	8820.147	44.925	0.426	
19.750	8820.107	39.284	0.369	
19.750	8820.066	45.524	0.369	
19.750	8820.026	44.858	0.378	
19.750	8819.986	44.146	0.369	
19.750	8819.945	44.474	0.356	
19.750	8819.905	40.372	0.367	
19.750	8819.865	38.945	0.331	
19.750	8819.824	43.049	0.363	
19.750	8819.784	42.999	0.360	
19.750	8819.744	40.995	0.334	
19.750	8819.703	41.922	0.366	
19.749	8819.663	43.633	0.365	
19.749	8819.623	41.139	0.350	
19.749	8819.583	41.234	0.349	
19.749	8819.542	43.842	0.350	
19.749	8819.502	43.836	0.366	
19.749	8819.462	37.780	0.368	
19.749	8819.422	37.970	0.356	
19.749	8819.381	37.529	0.321	
19.749	8819.341	45.285	0.361	
19.749	8819.301	42.271	0.381	
19.749	8819.261	38.992	0.347	
19.749	8819.221	41.129	0.335	
19.749	8819.181	42.275	0.367	
19.748	8819.140	47.034	0.367	
19.748	8819.100	41.625	0.378	
19.748	8819.060	44.856	0.366	
19.748	8819.020	41.648	0.370	
19.748	8818.980	42.209	0.391	
19.748	8818.940	39.860	0.339	
19.748	8818.900	39.658	0.381	
19.748	8818.860	42.687	0.385	
19.748	8818.820	45.002	0.404	
19.748	8818.779	41.695	0.367	
19.748	8818.739	41.511	0.394	
19.748	8818.699	40.539	0.372	
19.748	8818.659	37.212	0.360	
19.748	8818.619	41.207	0.403	
19.747	8818.579	41.319	0.323	
19.747	8818.539	49.473	0.419	
19.747	8818.499	37.894	0.364	
19.747	8818.459	40.754	0.371	
19.747	8818.419	40.567	0.369	
19.747	8818.379	41.600	0.378	
19.747	8818.339	38.957	0.360	
19.747	8818.299	40.385	0.357	
19.747	8818.259	42.763	0.370	
19.747	8818.219	43.241	0.371	
19.747	8818.179	42.134	0.379	
19.747	8818.139	40.540	0.373	
19.747	8818.099	42.031	0.373	
19.746	8818.058	43.199	0.373	
19.746	8818.018	43.652	0.377	
19.746	8817.978	41.017	0.362	
19.746	8817.938	40.127	0.351	
19.746	8817.898	40.249	0.371	
19.746	8817.858	41.905	0.391	
19.746	8817.818	38.772	0.341	
19.746	8817.778	42.426	0.363	
19.746	8817.738	43.131	0.375	
19.746	8817.697	42.857	0.370	
19.746	8817.657	37.834	0.342	
19.746	8817.617	42.902	0.350	
19.746	8817.577	40.360	0.370	
19.745	8817.537	43.932	0.358	
19.745	8817.497	40.367	0.367	
19.745	8817.456	43.106	0.361	
19.745	8817.416	41.882	0.358	
19.745	8817.376	44.271	0.380	
19.745	8817.336	40.584	0.330	
19.745	8817.295	40.791	0.368	
19.745	8817.255	39.696	0.373	
19.745	8817.215	41.841	0.371	
19.745	8817.174	40.885	0.333	
19.745	8817.134	42.170	0.392	
19.745	8817.094	41.490	0.337	
19.745	8817.053	47.734	0.387	
19.745	8817.013	41.055	0.361	
19.744	8816.972	42.934	0.372	
19.744	8816.932	44.078	0.355	
19.744	8816.891	43.797	0.393	
19.744	8816.851	43.397	0.363	
19.744	8816.810	44.243	0.411	
19.744	8816.770	38.484	0.357	
19.744	8816.729	41.777	0.377	
19.744	8816.689	40.432	0.355	
19.744	8816.648	47.525	0.401	
19.744	8816.607	42.714	0.387	
19.744	8816.567	46.603	0.379	
19.744	8816.526	40.299	0.360	
19.744	8816.485	43.891	0.401	
19.743	8816.444	42.069	0.352	
19.743	8816.403	46.174	0.384	
19.743	8816.363	44.502	0.388	
19.743	8816.322	43.153	0.393	
19.743	8816.281	41.577	0.367	
19.743	8816.240	44.660	0.398	
19.743	8816.199	39.688	0.352	
19.743	8816.158	44.568	0.415	
19.743	8816.117	39.658	0.365	
19.743	8816.076	43.796	0.385	
19.743	8816.035	41.667	0.351	
19.743	8815.994	44.803	0.384	
19.743	8815.952	42.002	0.368	
19.743	8815.911	44.585	0.366	
19.742	8815.870	42.119	0.374	
19.742	8815.829	42.319	0.378	
19.742	8815.787	40.574	0.349	
19.742	8815.746	42.386	0.358	
19.742	8815.704	42.267	0.350	
19.742	8815.663	43.921	0.379	
19.742	8815.622	40.281	0.386	
19.742	8815.580	41.389	0.381	
19.742	8815.539	40.582	0.383	
19.742	8815.497	36.654	0.324	
19.742	8815.456	44.207	0.393	
19.742	8815.414	42.721	0.356	
19.742	8815.373	40.794	0.383	
19.741	8815.331	40.240	0.360	
19.741	8815.290	37.490	0.355	
19.741	8815.248	40.641	0.346	
19.741	8815.206	46.637	0.385	
19.741	8815.165	41.334	0.379	
19.741	8815.123	42.053	0.400	
19.741	8815.082	41.404	0.359	
19.741	8815.040	43.206	0.357	
19.741	8814.999	41.085	0.342	
19.741	8814.957	42.677	0.386	
19.741	8814.916	39.300	0.328	
19.741	8814.874	41.864	0.382	
19.741	8814.833	42.788	0.388	
19.741	8814.792	42.753	0.349	
19.740	8814.750	43.921	0.375	
19.740	8814.709	41.647	0.393	
19.740	8814.668	42.970	0.390	
19.740	8814.626	44.254	0.355	
19.740	8814.585	43.420	0.392	
19.740	8814.544	46.319	0.392	
19.740	8814.503	41.118	0.362	
19.740	8814.461	42.320	0.376	
19.740	8814.420	43.255	0.348	
19.740	8814.379	37.637	0.339	
19.740	8814.338	46.036	0.370	
19.740	8814.297	36.519	0.367	
19.740	8814.257	41.278	0.368	
19.739	8814.216	40.807	0.344	
19.739	8814.175	37.313	0.383	
19.739	8814.134	48.501	0.397	
19.739	8814.094	39.745	0.297	
19.739	8814.053	53.665	0.511	
19.739	8814.012	37.257	0.317	
19.739	8813.972	41.377	0.391	
19.739	8813.932	40.014	0.367	
19.739	8813.891	46.210	0.446	
19.739	8813.851	40.071	0.372	
19.739	8813.811	42.284	0.346	
19.739	8813.771	45.710	0.417	
19.739	8813.731	41.170	0.330	
19.738	8813.691	46.886	0.425	
19.738	8813.651	42.171	0.384	
19.738	8813.612	48.948	0.373	
19.738	8813.572	42.000	0.341	
19.738	8813.532	40.102	0.358	
19.738	8813.493	40.096	0.344	
19.738	8813.454	43.825	0.371	
19.738	8813.414	40.450	0.385	
19.738	8813.375	46.917	0.418	
19.738	8813.336	46.601	0.417	
19.738	8813.297	39.661	0.385	
19.738	8813.259	46.388	0.386	
19.738	8813.220	42.610	0.382	
19.738	8813.181	48.969	0.355	
19.737	8813.143	41.401	0.345	
19.737	8813.105	47.273	0.399	
19.737	8813.066	53.416	0.418	
19.737	8813.028	51.176	0.371	
19.737	8812.990	44.066	0.450	
19.737	8812.953	46.182	0.417	
19.737	8812.915	43.942	0.373	
19.737	8812.877	44.004	0.439	
19.737	8812.840	45.230	0.444	
19.737	8812.803	50.091	0.428	
19.737	8812.766	50.672	0.422	
19.737	8812.729	46.292	0.404	
19.737	8812.692	45.140	0.383	
19.736	8812.655	45.924	0.369	
19.736	8812.618	44.049	0.349	
19.736	8812.582	47.871	0.467	
19.736	8812.546	45.371	0.379	
19.736	8812.510	45.157	0.395	
19.736	8812.474	51.667	0.424	
19.736	8812.438	42.676	0.349	
19.736	8812.402	42.446	0.380	
19.736	8812.366	45.550	0.404	
19.736	8812.331	37.798	0.376	
19.736	8812.296	45.945	0.365	
19.736	8812.260	42.267	0.401	
19.736	8812.225	60.025	0.467	
19.736	8812.190	45.119	0.405	
19.735	8812.155	36.678	0.344	
19.735	8812.120	48.142	0.371	
19.735	8812.086	49.140	0.408	
19.735	8812.051	38.976	0.404	
19.735	8812.016	45.600	0.417	
19.735	8811.982	46.660	0.421	
19.735	8811.948	49.281	0.396	
19.735	8811.913	45.997	0.385	
19.735	8811.879	40.520	0.371	
19.735	8811.845	36.478	0.358	
19.735	8811.811	44.630	0.383	
19.735	8811.777	43.342	0.459	
19.735	8811.743	51.237	0.379	
19.734	8811.709	48.756	0.425	
19.734	8811.675	45.522	0.366	
19.734	8811.641	51.498	0.390	
19.734	8811.608	48.835	0.368	
19.734	8811.574	46.559	0.388	
19.734	8811.540	43.719	0.356	
19.734	8811.507	42.659	0.412	
19.734	8811.473	50.147	0.419	
19.734	8811.440	42.512	0.408	
19.734	8811.406	40.767	0.361	
19.734	8811.373	49.812	0.398	
19.734	8811.340	43.175	0.330	
19.734	8811.306	49.902	0.465	
19.733	8811.273	40.980	0.338	
19.733	8811.240	45.450	0.350	
19.733	8811.206	45.030	0.406	
19.733	8811.173	45.229	0.390	
19.733	8811.140	49.063	0.425	
19.733	8811.107	46.092	0.421	
19.733	8811.073	37.918	0.409	
19.733	8811.040	54.451	0.434	
19.733	8811.007	41.902	0.392	
19.733	8810.973	49.494	0.405	
19.733	8810.940	44.020	0.384	
19.733	8810.907	48.165	0.426	
19.733	8810.874	36.103	0.328	
19.733	8810.840	45.202	0.345	
19.732	8810.807	49.902	0.416	
19.732	8810.774	45.204	0.388	
19.732	8810.740	47.578	0.490	
19.732	8810.707	44.112	0.373	
19.732	8810.673	39.921	0.373	
19.732	8810.640	49.830	0.399	
19.732	8810.606	47.208	0.419	
19.732	8810.573	51.285	0.425	
19.732	8810.539	43.006	0.361	
19.732	8810.505	48.762	0.398	
19.732	8810.472	45.218	0.454	
19.732	8810.438	42.352	0.418	
19.732	8810.404	51.399	0.429	
19.731	8810.370	45.372	0.423	
19.731	8810.336	40.262	0.351	
19.731	8810.302	51.753	0.432	
19.731	8810.268	46.811	0.375	
19.731	8810.234	49.685	0.406	
19.731	8810.200	47.700	0.458	
19.731	8810.165	46.192	0.411	
19.731	8810.131	47.819	0.462	
19.731	8810.096	47.238	0.413	
19.731	8810.062	46.629	0.388	
19.731	8810.027	45.686	0.369	
19.731	8809.992	44.448	0.376	
19.731	8809.957	39.064	0.421	
19.731	8809.922	46.556	0.413	
19.730	8809.887	41.729	0.366	
19.730	8809.852	45.438	0.315	
19.730	8809.817	53.937	0.454	
19.730	8809.781	43.291	0.392	
19.730	8809.746	47.267	0.373	
19.730	8809.710	41.510	0.394	
19.730	8809.674	49.090	0.428	
19.730	8809.638	58.683	0.424	
19.730	8809.602	51.853	0.459	
19.730	8809.566	45.991	0.428	
19.730	8809.530	43.615	0.457	
19.730	8809.493	41.261	0.418	
19.730	8809.456	50.358	0.435	
19.729	8809.420	45.167	0.373	
19.729	8809.383	44.515	0.369	
19.729	8809.346	42.566	0.363	
19.729	8809.309	45.559	0.396	
19.729	8809.271	47.663	0.479	
19.729	8809.234	40.994	0.347	
19.729	8809.196	48.507	0.426	
19.729	8809.158	51.340	0.390	
19.729	8809.121	46.962	0.444	
19.729	8809.083	50.111	0.386	
19.729	8809.045	47.275	0.349	
19.729	8809.006	45.946	0.403	
19.729	8808.968	44.816	0.380	
19.728	8808.929	41.314	0.393	
19.728	8808.891	49.034	0.375	
19.728	8808.852	51.397	0.437	
19.728	8808.813	43.747	0.369	
19.728	8808.775	40.425	0.459	
19.728	8808.736	44.557	0.437	
19.728	8808.696	51.703	0.362	
19.728	8808.657	51.452	0.434	
19.728	8808.618	48.225	0.444	
19.728	8808.579	44.141	0.392	
19.728	8808.539	48.464	0.375	
19.728	8808.500	48.174	0.414	
19.728	8808.460	60.675	0.447	
19.728	8808.420	52.026	0.428	
19.727	8808.380	44.182	0.409	
19.727	8808.340	45.628	0.403	
19.727	8808.300	48.060	0.405	
19.727	8808.260	48.799	0.403	
19.727	8808.220	43.792	0.402	
19.727	8808.180	45.595	0.404	
19.727	8808.140	41.326	0.364	
19.727	8808.099	42.719	0.356	
19.727	8808.059	43.372	0.360	
19.727	8808.019	49.171	0.438	
19.727	8807.978	47.665	0.393	
19.727	8807.937	44.758	0.360	
19.727	8807.897	43.239	0.384	
19.726	8807.856	54.096	0.430	
19.726	8807.815	44.965	0.399	
19.726	8807.775	46.008	0.412	
19.726	8807.734	51.788	0.372	
19.726	8807.693	51.856	0.427	
19.726	8807.652	47.915	0.397	
19.726	8807.611	42.111	0.391	
19.726	8807.570	44.683	0.379	
19.726	8807.529	49.930	0.401	
19.726	8807.488	46.558	0.422	
19.726	8807.447	46.860	0.441	
19.726	8807.406	51.763	0.423	
19.726	8807.364	44.975	0.426	
19.726	8807.323	41.667	0.429	
19.725	8807.282	45.178	0.404	
19.725	8807.241	41.993	0.391	
19.725	8807.200	42.546	0.388	
19.725	8807.158	46.973	0.369	
19.725	8807.117	48.287	0.490	
19.725	8807.076	46.746	0.452	
19.725	8807.035	47.169	0.446	
19.725	8806.993	45.247	0.427	
19.725	8806.952	43.400	0.409	
19.725	8806.911	47.929	0.386	
19.725	8806.870	40.592	0.339	
19.725	8806.828	50.030	0.362	
19.725	8806.787	45.905	0.427	
19.724	8806.746	49.843	0.415	
19.724	8806.705	44.054	0.354	
19.724	8806.663	42.939	0.400	
19.724	8806.622	41.629	0.349	
19.724	8806.581	47.668	0.421	
19.724	8806.540	44.245	0.425	
19.724	8806.499	42.466	0.399	
19.724	8806.458	39.616	0.408	
19.724	8806.417	45.776	0.399	
19.724	8806.375	43.884	0.353	
19.724	8806.334	37.218	0.315	
19.724	8806.293	47.958	0.404	
19.724	8806.253	44.692	0.328	
19.724	8806.212	44.301	0.422	
19.723	8806.171	43.932	0.398	
19.723	8806.130	43.069	0.378	
19.723	8806.089	46.635	0.341	
19.723	8806.048	51.031	0.390	
19.723	8806.008	46.662	0.375	
19.723	8805.967	47.858	0.451	
19.723	8805.926	41.507	0.384	
19.723	8805.886	48.079	0.395	
19.723	8805.845	39.022	0.370	
19.723	8805.805	45.392	0.382	
19.723	8805.764	48.446	0.390	
19.723	8805.724	50.702	0.441	
19.723	8805.683	48.863	0.437	
19.722	8805.643	43.124	0.380	
19.722	8805.603	45.525	0.388	
19.722	8805.562	44.178	0.368	
19.722	8805.522	41.965	0.389	
19.722	8805.482	42.777	0.375	
19.722	8805.441	39.827	0.375	
19.722	8805.401	41.062	0.380	
19.722	8805.361	45.816	0.400	
19.722	8805.321	48.314	0.436	
19.722	8805.281	45.838	0.411	
19.722	8805.241	41.001	0.313	
19.722	8805.200	50.306	0.400	
19.722	8805.160	45.191	0.383	
19.721	8805.120	37.199	0.351	
19.721	8805.080	51.709	0.358	
19.721	8805.040	46.984	0.444	
19.721	8805.000	36.782	0.390	
19.721	8804.961	43.467	0.391	
19.721	8804.921	43.830	0.397	
19.721	8804.881	44.724	0.363	
19.721	8804.841	48.962	0.473	
19.721	8804.801	46.386	0.419	
19.721	8804.761	44.816	0.398	
19.721	8804.721	49.402	0.362	
19.721	8804.681	49.013	0.373	
19.721	8804.642	49.467	0.368	
19.721	8804.602	49.252	0.446	
19.720	8804.562	47.134	0.442	
19.720	8804.522	39.036	0.442	
19.720	8804.483	40.070	0.304	
19.720	8804.443	42.908	0.393	
19.720	8804.403	46.352	0.416	
19.720	8804.364	42.120	0.407	
19.720	8804.324	41.628	0.369	
19.720	8804.284	49.999	0.398	
19.720	8804.245	47.194	0.374	
19.720	8804.205	40.593	0.355	
19.720	8804.165	39.714	0.348	
19.720	8804.126	40.969	0.339	
19.720	8804.086	48.001	0.467	
19.719	8804.046	53.416	0.367	
19.719	8804.007	52.492	0.399	
19.719	8803.967	44.893	0.401	
19.719	8803.928	38.349	0.344	
19.719	8803.888	43.555	0.375	
19.719	8803.849	39.933	0.373	
19.719	8803.809	45.065	0.372	
19.719	8803.769	44.723	0.437	
19.719	8803.730	42.956	0.378	
19.719	8803.690	39.666	0.357	
19.719	8803.651	46.569	0.396	
19.719	8803.611	43.538	0.403	
19.719	8803.572	43.919	0.375	
19.719	8803.532	39.753	0.358	
19.718	8803.492	37.861	0.330	
19.718	8803.453	32.746	0.297	
19.718	8803.413	39.088	0.381	
19.718	8803.374	35.322	0.340	
19.718	8803.334	44.397	0.403	
19.718	8803.295	40.046	0.378	
19.718	8803.255	42.589	0.376	
19.718	8803.215	42.212	0.381	
19.718	8803.176	41.154	0.349	
19.718	8803.136	42.092	0.348	
19.718	8803.097	46.748	0.384	
19.718	8803.057	40.352	0.353	
19.718	8803.017	39.358	0.373	
19.717	8802.978	42.735	0.327	
19.717	8802.938	44.493	0.374	
19.717	8802.898	46.797	0.391	
19.717	8802.859	41.628	0.367	
19.717	8802.819	38.799	0.332	
19.717	8802.779	40.649	0.359	
19.717	8802.740	39.114	0.352	
19.717	8802.700	46.214	0.367	
19.717	8802.660	46.688	0.390	
19.717	8802.621	47.985	0.390	
19.717	8802.581	43.477	0.351	
19.717	8802.541	48.370	0.392	
19.717	8802.501	51.707	0.400	
19.716	8802.462	41.315	0.389	
19.716	8802.422	43.708	0.388	
19.716	8802.382	48.373	0.444	
19.716	8802.342	45.828	0.388	
19.716	8802.303	44.376	0.404	
19.716	8802.263	42.506	0.381	
19.716	8802.223	44.581	0.415	
19.716	8802.183	39.755	0.364	
19.716	8802.143	44.385	0.371	
19.716	8802.104	43.371	0.390	
19.716	8802.064	46.081	0.382	
19.716	8802.024	43.982	0.371	
19.716	8801.984	41.839	0.409	
19.716	8801.944	45.266	0.378	
19.715	8801.905	46.004	0.377	
19.715	8801.865	38.198	0.377	
19.715	8801.825	44.212	0.390	
19.715	8801.785	42.484	0.394	
19.715	8801.745	40.386	0.359	
19.715	8801.705	42.115	0.386	
19.715	8801.666	37.943	0.335	
19.715	8801.626	43.138	0.381	
19.715	8801.586	42.721	0.357	
19.715	8801.546	47.189	0.387	
19.715	8801.506	40.145	0.363	
19.715	8801.466	44.314	0.386	
19.715	8801.426	40.163	0.325	
19.714	8801.386	50.461	0.445	
19.714	8801.347	39.102	0.323	
19.714	8801.307	51.805	0.393	
19.714	8801.267	43.569	0.405	
19.714	8801.227	44.194	0.425	
19.714	8801.187	39.847	0.344	
19.714	8801.147	43.592	0.390	
19.714	8801.107	40.590	0.361	
19.714	8801.067	42.335	0.363	
19.714	8801.028	36.598	0.317	
19.714	8800.988	42.224	0.344	
19.714	8800.948	40.273	0.334	
19.714	8800.908	47.979	0.425	
19.714	8800.868	40.411	0.313	
19.713	8800.828	43.387	0.369	
19.713	8800.788	38.019	0.375	
19.713	8800.748	42.316	0.412	
19.713	8800.708	40.898	0.352	
19.713	8800.669	45.702	0.404	
19.713	8800.629	39.499	0.341	
19.713	8800.589	43.520	0.368	
19.713	8800.549	43.494	0.325	
19.713	8800.509	42.287	0.350	
19.713	8800.469	40.405	0.350	
19.713	8800.429	43.762	0.372	
19.713	8800.389	40.938	0.338	
19.713	8800.350	40.974	0.373	
19.712	8800.310	37.689	0.321	
19.712	8800.270	39.137	0.346	
19.712	8800.230	39.494	0.390	
19.712	8800.190	40.831	0.350	
19.712	8800.150	43.419	0.386	
19.712	8800.110	41.404	0.375	
19.712	8800.070	43.189	0.400	
19.712	8800.031	39.733	0.348	
19.712	8799.991	41.546	0.381	
19.712	8799.951	44.638	0.388	
19.712	8799.911	40.158	0.377	
19.712	8799.871	40.908	0.382	
19.712	8799.831	41.587	0.372	
19.712	8799.792	40.189	0.364	
19.711	8799.752	43.926	0.403	
19.711	8799.712	40.341	0.357	
19.711	8799.672	45.194	0.360	
19.711	8799.632	38.184	0.355	
19.711	8799.592	45.245	0.381	
19.711	8799.553	41.045	0.347	
19.711	8799.513	42.415	0.350	
19.711	8799.473	38.047	0.356	
19.711	8799.433	45.554	0.377	
19.711	8799.393	36.046	0.358	
19.711	8799.354	43.403	0.314	
19.711	8799.314	40.973	0.400	
19.711	8799.274	42.034	0.420	
19.710	8799.234	35.275	0.313	
19.710	8799.194	46.064	0.401	
19.710	8799.155	37.903	0.344	
19.710	8799.115	44.428	0.364	
19.710	8799.075	39.565	0.345	
19.710	8799.035	43.692	0.392	
19.710	8798.996	36.056	0.367	
19.710	8798.956	45.854	0.397	
19.710	8798.916	42.360	0.379	
19.710	8798.876	44.414	0.419	
19.710	8798.837	41.622	0.369	
19.710	8798.797	44.974	0.411	
19.710	8798.757	43.047	0.386	
19.709	8798.717	42.094	0.397	
19.709	8798.678	43.745	0.379	
19.709	8798.638	48.250	0.450	
19.709	8798.598	38.300	0.354	
19.709	8798.558	47.896	0.381	
19.709	8798.519	39.001	0.358	
19.709	8798.479	49.926	0.403	
19.709	8798.439	38.717	0.320	
19.709	8798.400	48.615	0.382	
19.709	8798.360	43.016	0.360	
19.709	8798.320	41.772	0.404	
19.709	8798.280	38.287	0.352	
19.709	8798.241	46.972	0.420	
19.709	8798.201	38.766	0.346	
19.708	8798.161	48.380	0.367	
19.708	8798.122	37.746	0.358	
19.708	8798.082	43.019	0.358	
19.708	8798.042	41.471	0.376	
19.708	8798.003	41.779	0.383	
19.708	8797.963	45.615	0.397	
19.708	8797.923	43.572	0.371	
19.708	8797.884	39.698	0.328	
19.708	8797.844	38.198	0.365	
19.708	8797.804	45.220	0.419	
19.708	8797.764	38.193	0.349	
19.708	8797.725	45.852	0.402	
19.708	8797.685	43.768	0.381	
19.707	8797.645	39.009	0.381	
19.707	8797.606	38.844	0.392	
19.707	8797.566	40.496	0.339	
19.707	8797.527	39.967	0.346	
19.707	8797.487	45.468	0.450	
19.707	8797.447	40.289	0.338	
19.707	8797.408	44.683	0.351	
19.707	8797.368	39.727	0.376	
19.707	8797.328	41.760	0.402	
19.707	8797.289	37.917	0.338	
19.707	8797.249	43.867	0.357	
19.707	8797.209	37.918	0.327	
19.707	8797.170	48.090	0.364	
19.707	8797.130	36.981	0.327	
19.706	8797.090	46.520	0.333	
19.706	8797.051	37.184	0.328	
19.706	8797.011	46.359	0.343	
19.706	8796.972	41.881	0.341	
19.706	8796.932	42.980	0.359	
19.706	8796.892	37.695	0.340	
19.706	8796.853	43.203	0.408	
19.706	8796.813	32.471	0.384	
19.706	8796.773	41.573	0.368	
19.706	8796.734	39.083	0.364	
19.706	8796.694	39.458	0.361	
19.706	8796.655	42.077	0.349	
19.706	8796.615	41.482	0.366	
19.705	8796.575	34.124	0.316	
19.705	8796.536	43.215	0.399	
19.705	8796.496	37.411	0.339	
19.705	8796.456	46.962	0.451	
19.705	8796.417	43.978	0.311	
19.705	8796.377	37.154	0.268	
19.705	8796.338	43.439	0.367	
19.705	8796.298	45.962	0.407	
19.705	8796.258	38.939	0.326	
19.705	8796.219	39.288	0.334	
19.705	8796.179	39.071	0.317	
19.705	8796.140	36.716	0.312	
19.705	8796.100	49.390	0.389	
19.704	8796.060	44.603	0.399	
19.704	8796.021	40.172	0.337	
19.704	8795.981	42.748	0.367	
19.704	8795.942	41.939	0.373	
19.704	8795.902	51.777	0.313	
19.704	8795.862	39.522	0.320	
19.704	8795.823	43.108	0.352	
19.704	8795.783	37.638	0.420	
19.704	8795.744	49.734	0.380	
19.704	8795.704	42.828	0.422	
19.704	8795.664	43.202	0.346	
19.704	8795.625	53.407	0.426	
19.704	8795.585	47.507	0.398	
19.704	8795.546	59.655	0.438	
19.703	8795.506	36.127	0.372	
19.703	8795.467	41.658	0.334	
19.703	8795.427	43.106	0.362	
19.703	8795.387	44.594	0.334	
19.703	8795.348	36.726	0.320	
19.703	8795.308	38.934	0.321	
19.703	8795.269	41.575	0.362	
19.703	8795.229	39.660	0.428	
19.703	8795.189	41.851	0.475	
19.703	8795.150	44.569	0.421	
19.703	8795.110	40.430	0.403	
19.703	8795.071	33.258	0.292	
19.703	8795.031	44.198	0.361	
19.702	8794.992	41.665	0.362	
19.702	8794.952	43.629	0.410	
19.702	8794.912	37.284	0.386	
19.702	8794.873	42.861	0.373	
19.702	8794.833	42.949	0.402	
19.702	8794.794	43.215	0.416	
19.702	8794.754	41.791	0.357	
19.702	8794.714	41.493	0.328	
19.702	8794.675	44.580	0.360	
19.702	8794.635	36.949	0.298	
19.702	8794.596	46.011	0.357	
19.702	8794.556	36.526	0.306	
19.702	8794.517	44.844	0.345	
19.702	8794.477	41.994	0.397	
19.701	8794.437	49.569	0.384	
19.701	8794.398	43.377	0.347	
19.701	8794.358	40.877	0.417	
19.701	8794.319	45.048	0.374	
19.701	8794.279	38.278	0.324	
19.701	8794.239	39.774	0.336	
19.701	8794.200	37.424	0.401	
19.701	8794.160	41.474	0.392	
19.701	8794.121	43.060	0.415	
19.701	8794.081	35.636	0.307	
19.701	8794.042	44.939	0.335	
19.701	8794.002	37.036	0.345	
19.701	8793.962	44.346	0.405	
19.700	8793.923	45.564	0.405	
19.700	8793.883	50.470	0.455	
19.700	8793.844	43.938	0.359	
19.700	8793.804	44.176	0.381	
19.700	8793.764	36.431	0.333	
19.700	8793.725	42.982	0.413	
19.700	8793.685	45.490	0.376	
19.700	8793.646	42.148	0.357	
19.700	8793.606	41.532	0.368	
19.700	8793.566	44.795	0.403	
19.700	8793.527	40.106	0.370	
19.700	8793.487	52.666	0.478	
